"","shannon","HHCode"
"1",1.35471170976575,111.03
"2",0.478874076996589,111.12
"3",1.00552393342397,111.13
"4",1.01892479707001,111.15
"5",0.476806382828009,111.21
"6",1.18512645828695,111.22
"7",0.798234486540987,112.01
"8",0.858588778714215,112.05
"9",0.674393156338682,112.1
"10",1.03346147387564,112.13
"11",1.05734980626636,112.15
"12",1.37507108774224,112.16
"13",1.03792545589556,121.02
"14",0.429840045415921,121.04
"15",0.665919835979005,121.05
"16",0.980559445870629,121.1
"17",0.415329416353354,121.12
"18",0.590664867809372,121.14
"19",0.829473449585127,121.18
"20",0.781366398295134,121.21
"21",1.18783307501545,122.04
"22",1.27574310139388,122.05
"23",0.790968706837198,122.08
"24",0.902181177725554,122.1
"25",0.604306183061966,122.14
"26",0.68259689978177,122.17
"27",1.23565847502497,122.18
"28",0.483681991138521,122.23
"29",1.20391815992932,132.06
"30",0.517832199473537,132.07
"31",0.948904272222235,132.08
"32",1.05068951611487,132.12
"33",0.829210506912411,133.01
"34",0.568780063386793,133.04
"35",0.392036047444864,133.06
"36",0.826920058338106,143.01
"37",0.661470236931872,143.02
"38",0.485451377029965,143.05
"39",0.614645999552647,143.07
"40",0.784995943173484,143.13
"41",0.806785425313681,143.15
"42",1.64100794738154,143.24
"43",1.04723611969979,211.05
"44",0.558572226445407,211.09
"45",0.642177588185327,211.1
"46",0.934666511854127,211.13
"47",0.498078801818016,211.16
"48",0.743765247807333,211.18
"49",0.813232575327844,212.01
"50",1.29765795397067,212.11
"51",0.871753388120487,222.05
"52",0.589938932736966,222.06
"53",0.641563588153549,222.07
"54",0.771901787640473,222.08
"55",1.09760162188782,222.1
"56",0.462230388913605,222.13
"57",1.11385507045339,222.14
"58",0.554585755647593,222.17
"59",0.819612823654053,222.19
"60",1.1182341343196,223.01
"61",0.763628077592077,223.04
"62",0.639959523663818,223.05
"63",1.06176255647899,223.08
"64",1.29993261967763,223.12
"65",0.819511633891809,223.14
"66",0.782827866510515,223.17
"67",0.989717919761277,241.01
"68",1.19867984121006,241.02
"69",0.967792581152788,241.05
"70",0.959717078445583,241.1
"71",1.39076710843056,241.14
"72",0.966217697254155,241.18
"73",0.781850040155758,241.23
"74",1.09179139055561,242.01
"75",1.08518312635353,242.03
"76",1.19760038328398,242.06
"77",1.33714893071774,242.07
"78",1.10976082876887,242.1
"79",0.865739210075458,251.01
"80",1.19686301504232,251.03
"81",0.865458011803635,252.01
"82",1.02923717038098,252.07
"83",1.17964169245261,252.08
"84",1.23422337021357,252.1
"85",1.0224742477215,311.01
"86",1.30754216902482,311.04
"87",1.06716300301134,311.07
"88",1.29030174802187,312.01
"89",1.20077926185422,312.02
"90",0.732751119761338,321.01
"91",1.1411678358267,321.03
"92",1.05644912111198,321.05
"93",0.851252950743308,321.09
"94",0.695641105790897,322.04
"95",1.2676729443107,322.09
"96",0.952806942560092,322.1
"97",0.922809894530763,322.13
"98",0.565837865357472,322.17
"99",1.15948132828255,322.18
"100",0.991673903909392,331.01
"101",0.971412442543133,331.09
"102",0.873373477111307,331.11
"103",0.650268762061197,331.12
"104",0.995091824200418,331.13
"105",0.524446893564259,331.18
"106",0.86442369995733,331.19
"107",0.8777932811662,331.2
"108",1.163935728711,331.21
"109",0.844404927621269,332.01
"110",1.16676919808097,332.06
"111",0.849024225845422,332.11
"112",0.785173447554634,332.12
"113",0.947780796850564,332.15
"114",0.636922083608056,332.16
"115",1.08217826091997,341.01
"116",0.757495687785708,341.04
"117",0.662796812292011,341.08
"118",1.16696505655991,342.01
"119",1.21681408684194,342.08
"120",1.2450403499413,342.09
"121",1.1849848471733,342.1
"122",0.549177280164543,342.12
"123",1.41213069410967,342.13
"124",1.24195443352849,342.15
"125",0.719455326706411,342.16
"126",1.02970189844263,342.22
"127",0.984072729872114,411.05
"128",0.621243421353849,411.06
"129",1.14125915006157,411.08
"130",1.10901811530231,411.1
"131",1.05973277790232,411.11
"132",0.927077098148299,412.02
"133",1.08054359862253,412.06
"134",0.616588691716127,421.01
"135",0.55610608245563,421.04
"136",0.962116565022229,421.06
"137",0.742634142840882,421.07
"138",1.04697199995172,421.12
"139",1.04175889545449,421.13
"140",0.769873778113724,421.14
"141",0.846304137290351,421.22
"142",0.738732176190579,422.01
"143",0.747686774035527,422.03
"144",0.598317218726199,422.04
"145",0.547912985311534,422.05
"146",0.885362975782876,431.02
"147",1.06215270571101,431.03
"148",1.08682833636375,431.05
"149",0.76124429111556,431.09
"150",1.00351284707589,431.1
"151",0.843038775281902,432.02
"152",1.04676932366032,432.08
"153",1.11731705052657,432.12
"154",0.757114466920617,432.14
"155",0.669268391474925,432.17
"156",1.04459432297194,432.18
"157",1.22458598735545,441.01
"158",1.30989202709476,441.02
"159",0.996352447876625,441.03
"160",0.764257715024414,441.05
"161",0.854845447861305,441.08
"162",1.06361530769882,441.12
"163",0.67584575052561,441.14
"164",0.924261564909506,442.01
"165",0.633320165977934,442.03
"166",0.710805168969475,442.04
"167",0.75337052067609,511.07
"168",0.950614216009576,511.08
"169",1.36268609470855,511.09
"170",1.54711679197738,512.01
"171",0.984283397897248,512.05
"172",1.27644145721775,512.16
"173",0.961005162292214,512.17
"174",1.011763019044,521.01
"175",1.8138468176204,521.02
"176",1.28716087613631,521.05
"177",1.36812727500716,522.03
"178",1.39369098934899,522.04
"179",1.28283854697823,522.06
"180",0.512049932077677,531.01
"181",1.24693320486402,531.08
"182",0.832942810367645,531.09
"183",1.519336838306,532.01
"184",0.991460150005745,532.03
"185",0.838478703898236,532.05
"186",1.02161144050106,532.14
"187",1.32721068963939,532.17
"188",1.07416208262275,541.01
"189",1.12297006915547,541.04
"190",0.735930455478353,541.05
"191",0.995540054249442,541.07
"192",1.19350705204268,541.1
"193",1.15808295314775,541.16
"194",0.757519970958446,542.01
"195",0.934931943316045,542.06
"196",1.32373964337095,542.09
"197",0.987082248870913,542.1
"198",0,111.06
"199",0,111.07
"200",0,122.02
"201",0,132.05
"202",0,211.01
"203",0,211.04
"204",0,212.04
"205",0,212.06
"206",0,222.09
"207",0,241.09
"208",0,241.22
"209",0,251.02
"210",0,252.03
"211",0,252.09
"212",0,312.05
"213",0,321.11
"214",0,331.02
"215",0,332.07
"216",0,332.09
"217",0,342.23
"218",0,412.01
"219",0,421.23
"220",0,431.04
"221",0,432.11
"222",0,442.02
"223",0,442.05
"224",0,511.01
"225",0,512.04
"226",0,512.07
"227",0,512.14
"228",0,521.03
"229",0,531.03
"230",0,532.11
